Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
32,00:00:01.071,22.36822429906542,19.016705607476634,15.327998442367601,32.75996884735203
33,00:00:01.105,22.02370197300104,18.45938473520249,14.685046728971964,32.926674454828664
34,00:00:01.138,23.2204958463136,19.434540498442367,14.30946261682243,35.917484423676015
35,00:00:01.172,21.055503634475595,17.70369937694704,13.744236760124611,31.71857476635514
36,00:00:01.205,5.082619418483904,4.65845015576324,0.4475856697819315,10.141822429906542
37,00:00:01.239,23.62790758047767,18.802881619937693,13.572235202492212,38.50860591900312
38,00:00:01.272,22.150142782969883,17.61218847352025,12.607866043613708,36.2303738317757
39,00:00:01.306,20.911721183800623,17.792172897196263,11.379556074766356,33.56343457943925
40,00:00:01.339,24.17807632398754,19.818769470404984,10.436409657320873,42.27904984423676
41,00:00:01.373,19.674584631360332,16.51148753894081,9.627647975077881,32.88461838006231
42,00:00:01.406,7.665277777777778,7.152297507788162,0.35179127725856696,15.491744548286604
43,00:00:01.439,19.049234164070615,16.800077881619938,8.550467289719625,31.797157320872273
44,00:00:01.473,19.740900830737278,17.34521028037383,8.20167445482866,33.67581775700935
45,00:00:01.506,15.764628764278298,12.94559968847352,7.43345015576324,26.91483644859813
46,00:00:01.540,16.11593977154725,14.021339563862929,6.904322429906542,27.422157320872273
47,00:00:01.573,15.853387850467287,14.115264797507788,6.5106697819314645,26.934228971962618
48,00:00:01.607,6.553426791277258,5.915926791277259,0.4350467289719626,13.309306853582555
49,00:00:01.640,26.386591381100725,19.95954049844237,6.204595015576324,52.99563862928349
50,00:00:01.674,20.380568535825546,15.652959501557632,5.715498442367601,39.7732476635514
51,00:00:01.707,19.166433021806856,15.94731308411215,5.436059190031153,36.11592679127726
52,00:00:01.741,14.265160955347872,11.761253894080998,4.942056074766355,26.09217289719626
53,00:00:01.774,5.535591900311527,4.346534267912773,0.19131619937694705,12.06892523364486
54,00:00:01.808,16.116121495327103,12.555724299065421,4.847118380062305,30.945521806853584
55,00:00:01.841,13.830802180685358,10.977609034267912,4.4353971962616825,26.07940031152648
56,00:00:01.875,13.837928348909657,11.691160436137071,4.214330218068536,25.608294392523366
57,00:00:01.908,11.7595015576324,10.311760124610592,3.8447819314641745,21.12196261682243
58,00:00:01.942,12.600778816199378,11.393535825545172,3.6934968847352025,22.715303738317758
59,00:00:01.975,4.9230529595015575,3.5059579439252335,0.1837227414330218,11.079478193146418
60,00:00:02.009,25.332165109034268,25.18847352024922,4.062305295950155,46.74571651090343
61,00:00:02.042,6.983333333333333,6.055140186915888,3.293535825545171,11.60132398753894
62,00:00:02.076,7.18881100726895,7.2993380062305295,3.2226246105919003,11.044470404984423
63,00:00:02.109,6.825519210799584,6.669158878504673,2.9728193146417445,10.834579439252336
64,00:00:02.143,7.354711838006231,6.554088785046729,2.965576323987539,12.544470404984423
65,00:00:02.176,1.192367601246106,1.4360591900311526,0.17550623052959502,1.96553738317757
66,00:00:02.209,6.762318276220145,6.8707554517133955,2.8543613707165107,10.561838006230529
67,00:00:02.243,6.134890965732087,6.39291277258567,2.5007009345794393,9.511059190031153
68,00:00:02.276,6.545625649013499,6.671651090342679,2.6266355140186914,10.338590342679128
69,00:00:02.310,6.404698857736242,6.764330218068536,2.4342679127725857,10.015498442367601
70,00:00:02.343,6.460877466251297,6.793029595015576,2.2853582554517136,10.304244548286604
71,00:00:02.377,1.1803219106957423,1.1941588785046728,0.1153816199376947,2.2314252336448597
72,00:00:02.410,6.127115784008307,6.6998831775700936,2.2285046728971962,9.452959501557633
73,00:00:02.444,6.751908099688474,7.504595015576324,2.0890576323987537,10.662071651090343
74,00:00:02.477,6.494314641744548,7.218224299065421,2.08006230529595,10.184657320872274
75,00:00:02.511,6.618470924195223,7.996066978193147,1.9411604361370716,9.918185358255451
76,00:00:02.544,6.054750778816199,6.716510903426792,1.8758956386292835,9.571845794392523
77,00:00:02.578,0.9844106957424715,1.4318535825545171,0.12461059190031153,1.3967679127725856
78,00:00:02.611,5.656243509865004,6.19797507788162,1.7996495327102804,8.971105919003115
79,00:00:02.645,5.089239356178609,5.417679127725857,1.6883956386292835,8.161643302180686
80,00:00:02.678,5.162642782969885,5.6637071651090345,1.722196261682243,8.10202492211838
81,00:00:02.712,5.591874350986501,6.287383177570093,1.6335280373831775,8.85471183800623
82,00:00:02.745,4.708644859813084,5.438084112149533,1.6226246105919002,7.065225856697819
83,00:00:02.779,1.1847481827622015,1.3709890965732088,0.12577881619937695,2.0574766355140186
84,00:00:02.812,14.192419522326064,16.698481308411214,4.5897196261682245,21.289057632398755
85,00:00:02.846,8.172962097611629,8.851362928348909,2.3818146417445485,13.285708722741433
86,00:00:02.879,11.180477673935618,10.243341121495327,3.749961059190031,19.548130841121495
87,00:00:02.912,7.81351246105919,7.691394080996885,2.43547507788162,13.313668224299066
88,00:00:02.946,7.97807632398754,7.914408099688473,2.2123052959501557,13.807515576323988
89,00:00:02.979,1.1056334371754932,1.2034267912772585,0.14980529595015576,1.9636682242990655
90,00:00:03.013,5.830023364485982,6.236565420560748,1.61047507788162,9.643029595015577
91,00:00:03.046,4.232684319833852,4.35642523364486,1.4840732087227415,6.8575545171339565
92,00:00:03.080,6.2717549325025965,6.960981308411215,1.8882009345794393,9.966082554517135
93,00:00:03.113,6.788694184839044,7.883060747663551,1.7223130841121495,10.760708722741432
94,00:00:03.147,6.07840083073728,7.044392523364486,1.68648753894081,9.504322429906543
95,00:00:03.180,1.5177180685358256,1.5059579439252337,0.24084890965732086,2.8063473520249222
96,00:00:03.214,6.404439252336449,6.599143302180686,1.5215342679127726,11.092640186915888
97,00:00:03.247,7.270353063343717,7.23107476635514,1.819392523364486,12.760591900311526
98,00:00:03.281,7.192938733125648,5.60708722741433,2.2960280373831776,13.675700934579439
99,00:00:03.314,5.180503634475596,4.275194704049844,2.016588785046729,9.249727414330218
100,00:00:03.348,5.022014537902389,4.038006230529595,2.318107476635514,8.709929906542056
101,00:00:03.381,1.1312564901349949,0.8996495327102804,0.20249221183800623,2.291627725856698
102,00:00:03.415,5.718951194184839,4.4303348909657325,2.6116822429906543,10.114836448598131
103,00:00:03.448,7.218237279335409,6.027881619937695,2.950700934579439,12.676129283489097
104,00:00:03.482,11.295392004153689,10.68076323987539,3.75101246105919,19.45440031152648
105,00:00:03.515,6.872871235721703,6.7822819314641745,1.0540887850467289,12.782242990654206
106,00:00:03.549,2.3541017653167184,2.2919003115264798,0.20813862928348908,4.562266355140187
107,00:00:03.582,4.271313603322949,4.072352024922118,0.9412383177570094,7.80035046728972
108,00:00:03.615,5.999143302180685,6.208956386292835,1.0258566978193147,10.762616822429907
109,00:00:03.649,4.255646417445482,4.667328660436137,0.8126168224299065,7.286993769470405
110,00:00:03.682,3.888953790238837,4.2261292834890964,0.7378504672897196,6.702881619937695
111,00:00:03.716,2.4676661474558674,2.6863707165109036,0.5077492211838006,4.208878504672898
112,00:00:03.749,1.5500908618899274,1.6952102803738318,0.17028816199376948,2.784774143302181
113,00:00:03.783,1.4464693665628248,1.614018691588785,0.3690031152647975,2.356386292834891
114,00:00:03.816,2.60035046728972,2.7802570093457946,0.4555295950155763,4.565264797507788
115,00:00:03.850,3.1261292834890964,3.1966510903426792,0.47866043613707165,5.703076323987539
116,00:00:03.883,1.665238836967809,1.9066978193146418,0.4044392523364486,2.6845794392523366
117,00:00:03.917,2.1402258566978194,2.1756230529595015,0.43991433021806853,3.805140186915888
118,00:00:03.950,0.49396417445482865,0.523208722741433,0.08901869158878505,0.8696651090342679
119,00:00:03.984,2.435280373831776,2.3773753894081,0.4128115264797508,4.515654205607476
120,00:00:04.017,10.906568016614747,12.504789719626169,1.12095015576324,19.09396417445483
121,00:00:04.051,0.8741043613707166,0.9225856697819315,0.31927570093457946,1.3804517133956387
122,00:00:04.084,1.4408748701973,1.5430295950155763,0.4752725856697819,2.304322429906542
123,00:00:04.118,1.44493769470405,1.4154984423676011,0.44353582554517135,2.475778816199377
124,00:00:04.151,0.4005581516095535,0.46382398753894083,0.062110591900311526,0.675739875389408
125,00:00:04.185,1.2185747663551403,1.3163551401869158,0.3859423676012461,1.9534267912772585
126,00:00:04.218,2.436760124610592,2.596651090342679,0.7850467289719626,3.928582554517134
127,00:00:04.252,1.4709890965732086,1.607398753894081,0.448481308411215,2.3570872274143304
128,00:00:04.285,1.7223390446521287,1.925,0.49100467289719624,2.75101246105919
129,00:00:04.318,0.5459501557632399,0.5513239875389409,0.05190809968847352,1.0346183800623052
130,00:00:04.352,0.9068795430944964,0.8742990654205608,0.39723520249221184,1.4491043613707164
131,00:00:04.385,1.4246105919003114,1.3757398753894081,0.45537383177570095,2.4427180685358256
132,00:00:04.419,1.6859423676012462,1.6725077881619939,0.48321651090342677,2.902102803738318
133,00:00:04.452,1.659683281412253,1.6381230529595014,0.4841510903426791,2.8567757009345796
134,00:00:04.486,1.3414589823468326,1.4078271028037384,0.4405373831775701,2.17601246105919
135,00:00:04.519,0.476453790238837,0.46771806853582554,0.05338785046728972,0.9082554517133956
136,00:00:04.553,1.3642133956386295,1.365264797507788,0.4293613707165109,2.298014018691589
137,00:00:04.586,1.5862279335410179,1.7202881619937695,0.5144470404984424,2.523948598130841
138,00:00:04.620,2.023922637590862,2.0651479750778816,0.4576713395638629,3.548948598130841
139,00:00:04.653,1.838213914849429,2.051479750778816,0.4699766355140187,2.9931853582554515
140,00:00:04.687,1.959994807892004,2.065070093457944,0.47912772585669783,3.335786604361371
141,00:00:04.720,0.4571131879543094,0.47990654205607475,0.055763239875389406,0.8356697819314641
142,00:00:04.754,1.3692367601246105,1.5396417445482866,0.40175233644859815,2.166316199376947
143,00:00:04.787,1.9227284527518174,2.111448598130841,0.5425623052959502,3.1141744548286603
144,00:00:04.821,2.097079439252336,2.2462616822429906,0.47757009345794393,3.5674065420560748
145,00:00:04.854,1.5415109034267915,1.5449766355140186,0.4590342679127726,2.6205218068535827
146,00:00:04.888,1.7516874350986502,1.898753894080997,0.42480529595015576,2.9315031152647975
147,00:00:04.921,0.4570742471443406,0.4727414330218069,0.0705607476635514,0.8279205607476635
148,00:00:04.955,1.2680685358255452,1.341043613707165,0.41662772585669783,2.0465342679127727
149,00:00:04.988,1.5161604361370717,1.627570093457944,0.458683800623053,2.462227414330218
150,00:00:05.022,1.2361630321910695,1.3589953271028037,0.45685358255451713,1.8926401869158878
151,00:00:05.055,1.8238058151609555,1.8028426791277259,0.4758177570093458,3.192757009345794
152,00:00:05.088,0.24857217030114223,0.2776869158878505,0.040809968847352024,0.4272196261682243
153,00:00:05.122,1.3495197300103843,1.451285046728972,0.45292056074766357,2.1443535825545172
154,00:00:05.155,1.3179517133956387,1.4329439252336449,0.4151090342679128,2.1058021806853584
155,00:00:05.189,1.3091251298026998,1.3710669781931464,0.44964953271028035,2.106658878504673
156,00:00:05.222,1.4688084112149535,1.6748442367601246,0.4777258566978193,2.253855140186916
157,00:00:05.256,1.4115654205607475,1.4241433021806853,0.42192367601246106,2.3886292834890965
158,00:00:05.289,0.3437045690550364,0.401285046728972,0.04380841121495327,0.5860202492211838
159,00:00:05.323,1.5030503634475598,1.6714563862928349,0.4421728971962617,2.3955218068535826
160,00:00:05.356,1.4384605399792314,1.619119937694704,0.46491433021806855,2.231347352024922
161,00:00:05.390,1.2288032191069573,1.3034657320872274,0.4163551401869159,1.966588785046729
162,00:00:05.423,1.5777258566978192,1.6896806853582556,0.4387071651090343,2.6047897196261682
163,00:00:05.457,1.0918743509865005,1.2455607476635513,0.4068146417445483,1.623247663551402
164,00:00:05.490,0.3280633437175493,0.3049454828660436,0.04988317757009346,0.6293613707165109
165,00:00:05.524,1.4809709241952234,1.4778816199376947,0.6527647975077882,2.3122663551401867
166,00:00:05.557,1.5060747663551404,1.5498831775700934,0.5814252336448598,2.3869158878504675
167,00:00:05.591,1.6679127725856695,1.6714953271028037,0.6723130841121495,2.659929906542056
168,00:00:05.624,1.5085799584631359,1.5037772585669782,0.6018691588785047,2.420093457943925
169,00:00:05.658,1.2963655244029075,1.3160046728971964,0.5182242990654206,2.054867601246106
170,00:00:05.691,0.26534267912772586,0.25237538940809967,0.038317757009345796,0.5053348909657321
171,00:00:05.725,1.6171728971962616,1.437733644859813,0.6342679127725857,2.779517133956386
172,00:00:05.758,1.4670430944963655,1.3046728971962618,0.6868380062305296,2.409618380062305
173,00:00:05.791,1.778608515057113,1.5585669781931464,0.7191978193146418,3.0580607476635513
174,00:00:05.825,1.8205737279335408,1.5797897196261683,0.7251168224299065,3.1568146417445484
175,00:00:05.858,1.4558281412253375,1.3644470404984423,0.5920950155763239,2.4109423676012463
176,00:00:05.892,0.8502596053997924,0.8602803738317757,0.13052959501557632,1.559968847352025
177,00:00:05.925,1.400739875389408,1.2100467289719625,0.49871495327102805,2.493457943925234
178,00:00:05.959,1.2344496365524404,1.1694704049844238,0.4210669781931464,2.1128115264797507
179,00:00:05.992,1.017497403946002,0.9094236760124611,0.44898753894080995,1.6940809968847352
180,00:00:06.026,5.93409916926272,6.266744548286605,1.1532320872274144,10.382320872274143
181,00:00:06.059,1.1499221183800623,0.9875389408099688,0.7058411214953271,1.756386292834891
182,00:00:06.093,0.0402907580477674,0.05708722741433022,0.020404984423676012,0.04338006230529595
183,00:00:06.126,1.104595015576324,0.9548286604361371,0.721690031152648,1.637266355140187
184,00:00:06.160,1.136656282450675,0.9972741433021807,0.7218847352024922,1.6908099688473521
185,00:00:06.193,1.3584631360332295,1.1277647975077882,0.6586059190031153,2.289018691588785
186,00:00:06.227,1.4946780893042577,1.4565809968847352,0.687733644859813,2.3397196261682245
187,00:00:06.260,1.1920041536863966,1.2355919003115265,0.45693146417445485,1.8834890965732087
188,00:00:06.294,0.13672118380062304,0.16386292834890967,0.028154205607476637,0.21814641744548285
189,00:00:06.327,1.066822429906542,1.0697429906542055,0.39419781931464176,1.736526479750779
190,00:00:06.361,1.0798546209761164,1.1024922118380063,0.3870716510903427,1.75
191,00:00:06.394,1.1207165109034267,1.1263629283489096,0.5735202492211838,1.6622663551401868
192,00:00:06.428,1.5129543094496365,1.2338785046728973,0.6783489096573209,2.6266355140186914
193,00:00:06.461,0.9502596053997924,0.7929906542056074,0.5595794392523364,1.4982087227414331
194,00:00:06.494,0.08476116303219107,0.09240654205607476,0.009034267912772585,0.15284267912772587
195,00:00:06.528,1.0243509865005191,1.038278816199377,0.4761682242990654,1.5586059190031152
196,00:00:06.561,1.0001427829698857,0.9054517133956387,0.45825545171339566,1.636721183800623
197,00:00:06.595,0.8784397715472482,0.8825545171339564,0.37990654205607477,1.3728582554517135
198,00:00:06.628,1.3122533748701974,1.226479750778816,0.5528816199376947,2.157398753894081
199,00:00:06.662,0.7524532710280374,0.7469626168224299,0.30572429906542054,1.2046728971962617
200,00:00:06.695,0.12423416407061266,0.11608255451713395,0.017095015576323987,0.23952492211838006
201,00:00:06.729,1.0113058151609553,0.8512071651090343,0.5279595015576324,1.6547507788161995
202,00:00:06.762,3.299052440290758,2.455179127725857,2.1024532710280375,5.33952492211838
203,00:00:06.796,4.274636552440291,3.2383956386292834,2.08851246105919,7.497001557632399
204,00:00:06.829,8.756619937694703,5.978271028037383,4.533683800623053,15.757904984423677
205,00:00:06.863,0.3073727933541018,0.17542834890965733,0.026401869158878506,0.7202881619937694
206,00:00:06.896,7.7665628245067495,3.454127725856698,3.4070872274143302,16.43847352024922
207,00:00:06.930,7.792159916926271,4.286721183800623,3.2568146417445485,15.832943925233645
208,00:00:06.963,5.663239875389408,3.4623052959501557,1.900272585669782,11.627141744548286
209,00:00:06.997,0.8395119418483904,0.9235591900311526,0.14957165109034268,1.445404984423676
210,00:00:07.030,85.52933541017653,1.8431464174454828,253.03422897196262,1.7106308411214954
211,00:00:07.064,0.0,0.0,0.0,0.0
212,00:00:07.097,1.579530114226376,2.6246495327102806,1.3296728971962617,0.7842679127725857
213,00:00:07.131,1.6029724818276219,2.67297507788162,1.3565031152647975,0.7794392523364486
214,00:00:07.164,3.8880451713395643,8.153232087227414,2.1367211838006233,1.3741822429906543
215,00:00:07.197,2.16148753894081,4.242640186915888,1.3392133956386292,0.9026090342679127
216,00:00:07.231,2.070924195223261,3.9560747663551403,1.357632398753894,0.8990654205607477
217,00:00:07.264,0.23834371754932504,0.6612928348909657,0.023286604361370717,0.030451713395638628
218,00:00:07.298,1.0851116303219108,2.0927570093457946,0.665809968847352,0.4967679127725857
219,00:00:07.331,1.5626427829698857,2.887928348909657,1.0283878504672896,0.7716121495327103
220,00:00:07.365,3.7745456905503634,6.964758566978193,2.5351246105919003,1.823753894080997
221,00:00:07.398,4.478517653167186,7.402063862928349,3.391861370716511,2.641627725856698
222,00:00:07.432,5.779569055036345,8.352531152647975,4.962032710280374,4.024143302180685
223,00:00:07.465,0.3349818276220145,0.8680295950155763,0.03422897196261682,0.10268691588785046
224,00:00:07.499,5.148961578400831,8.155957943925234,3.748676012461059,3.542250778816199
225,00:00:07.532,5.278491692627207,8.445404984423677,3.839252336448598,3.5508177570093458
226,00:00:07.566,6.883943406022844,11.158644859813084,4.841705607476635,4.651479750778816
227,00:00:07.599,5.074844236760124,7.996144859813084,3.7422507788161994,3.48613707165109
228,00:00:07.633,5.01046209761163,7.597390965732087,3.8344236760124613,3.5995716510903426
229,00:00:07.666,0.08322949117341641,0.17348130841121495,0.02394859813084112,0.052258566978193144
230,00:00:07.700,5.015745067497403,7.7197819314641745,3.7604361370716513,3.5670171339563863
231,00:00:07.733,5.008073727933541,7.68952492211838,3.7511682242990654,3.5835280373831777
232,00:00:07.767,6.804932502596054,11.000155763239876,4.816588785046729,4.598052959501557
233,00:00:07.800,4.517627206645898,6.269003115264797,3.7459501557632398,3.537928348909657
234,00:00:07.834,4.2917315680166155,5.680724299065421,3.7483255451713395,3.446144859813084
235,00:00:07.867,0.11583592938733124,0.3095015576323987,0.009462616822429907,0.02854361370716511
236,00:00:07.901,4.1591251298027,5.4268302180685355,3.7674844236760126,3.2830607476635514
237,00:00:07.934,3.7509345794392526,4.611176012461059,3.4375,3.204127725856698
238,00:00:07.967,0.47419522326064384,1.1722741433021806,0.09700155763239876,0.153309968847352
239,00:00:08.001,0.3442627206645898,0.871923676012461,0.06012461059190031,0.1007398753894081
240,00:00:08.034,0.5570223260643821,1.450233644859813,0.0778816199376947,0.14295171339563864
241,00:00:08.068,0.08878504672897196,0.1883956386292835,0.02570093457943925,0.052258566978193144
242,00:00:08.101,0.25058411214953275,0.6614485981308411,0.033138629283489096,0.057165109034267914
243,00:00:08.135,0.38895379023883697,0.9877336448598131,0.0632398753894081,0.11588785046728972
244,00:00:08.168,0.46822429906542057,1.1292834890965733,0.09789719626168224,0.17749221183800623
245,00:00:08.202,0.35020768431983385,0.8431853582554517,0.06873052959501558,0.13870716510903427
246,00:00:08.235,0.31508307372793354,0.7868380062305296,0.057398753894080994,0.10101246105919003
247,00:00:08.269,0.18099688473520248,0.45038940809968847,0.024493769470404984,0.06810747663551402
248,00:00:08.302,0.34775441329179646,0.8767523364485982,0.06339563862928349,0.1031152647975078
249,00:00:08.336,0.338006230529595,0.7666277258566978,0.08925233644859813,0.1581386292834891
250,00:00:08.369,0.5316199376947041,1.2310358255451714,0.12667445482866044,0.2371495327102804
251,00:00:08.403,0.23927829698857736,0.49797507788161993,0.07601246105919003,0.14384735202492213
252,00:00:08.436,0.09998701973001038,0.19302959501557632,0.03321651090342679,0.07371495327102803
253,00:00:08.470,0.3879672897196262,0.950506230529595,0.08200934579439252,0.13138629283489098
254,00:00:08.503,0.28909657320872273,0.645171339563863,0.07698598130841121,0.14513239875389408
255,00:00:08.537,0.4361111111111111,0.9688084112149533,0.11690031152647976,0.2226246105919003
256,00:00:08.570,0.5834241952232606,1.318380062305296,0.15035046728971962,0.28154205607476634
257,00:00:08.604,0.3120846313603323,0.6384735202492212,0.09536604361370717,0.20241433021806854
258,00:00:08.637,0.14164070612668742,0.30981308411214953,0.03734423676012461,0.07776479750778816
259,00:00:08.670,0.2929517133956386,0.675739875389408,0.0795171339563863,0.12359813084112149
260,00:00:08.704,0.3222092419522326,0.7535436137071652,0.06876947040498442,0.14431464174454828
261,00:00:08.737,0.39801401869158876,0.9009735202492212,0.09770249221183801,0.19536604361370716
262,00:00:08.771,0.6735462097611631,1.5254672897196262,0.15323208722741433,0.3419392523364486
263,00:00:08.804,0.34458722741433023,0.7616822429906542,0.08068535825545171,0.19139408099688474
264,00:00:08.838,0.11853582554517134,0.24166666666666667,0.0308411214953271,0.08309968847352026
265,00:00:08.871,0.3613966770508827,0.846417445482866,0.08302180685358256,0.15475077881619936
266,00:00:08.905,0.34744288681204577,0.7368380062305296,0.09548286604361371,0.21000778816199378
267,00:00:08.938,0.34745586708203535,0.7223909657320873,0.10529595015576323,0.21468068535825546
268,00:00:08.972,0.6655893042575286,1.4994548286604361,0.1627336448598131,0.33457943925233646
269,00:00:09.005,0.3984423676012461,0.8449766355140187,0.1089563862928349,0.24139408099688472
270,00:00:09.039,2.694483385254413,6.508956386292835,0.5153426791277259,1.059151090342679
271,00:00:09.072,0.1136422637590862,0.2338006230529595,0.037461059190031155,0.06966510903426791
272,00:00:09.106,0.20555555555555557,0.36156542056074764,0.08060747663551401,0.17449376947040499
273,00:00:09.139,0.31499221183800624,0.6601635514018691,0.08516355140186915,0.19964953271028038
274,00:00:09.173,0.41713395638629286,0.8184579439252336,0.1470404984423676,0.2859034267912773
275,00:00:09.206,0.27533748701973,0.5739485981308411,0.08232087227414331,0.16974299065420562
276,00:00:09.240,0.14715732087227415,0.3428348909657321,0.03173676012461059,0.06690031152647975
277,00:00:09.273,0.29048546209761167,0.5540109034267913,0.10494548286604362,0.2125
278,00:00:09.307,0.3194704049844237,0.6468068535825545,0.08987538940809969,0.22172897196261682
279,00:00:09.340,0.33698078920041535,0.6896028037383177,0.10163551401869159,0.21970404984423675
280,00:00:09.373,0.47206645898234684,0.8886292834890965,0.15677570093457943,0.3707943925233645
281,00:00:09.407,0.3175103842159917,0.6283878504672897,0.1059190031152648,0.21822429906542057
282,00:00:09.440,0.12323468328141225,0.2702492211838006,0.030490654205607478,0.06896417445482866
283,00:00:09.474,0.3575545171339564,0.7608255451713396,0.10833333333333334,0.20350467289719626
284,00:00:09.507,0.33817497403946,0.6554517133956387,0.12215732087227414,0.2369158878504673
285,00:00:09.541,0.3460929387331257,0.7073208722741433,0.10638629283489097,0.2245716510903427
286,00:00:09.574,0.6748182762201452,1.3519859813084112,0.21031931464174455,0.46214953271028036
287,00:00:09.608,0.32472741433021807,0.6088006230529595,0.12546728971962617,0.23991433021806854
288,00:00:09.641,0.15537383177570094,0.3185747663551402,0.04824766355140187,0.09929906542056074
289,00:00:09.675,0.25693146417445484,0.4514797507788162,0.10533489096573209,0.2139797507788162
290,00:00:09.708,0.3688992731048806,0.731892523364486,0.12332554517133956,0.2514797507788162
291,00:00:09.742,0.4962746625129803,1.0480919003115265,0.15623052959501557,0.28450155763239876
292,00:00:09.775,0.630205088265836,1.190303738317757,0.2745716510903427,0.4257398753894081
293,00:00:09.809,0.46150051921079954,0.9256230529595015,0.1806853582554517,0.27819314641744547
294,00:00:09.842,0.09136812045690551,0.17095015576323988,0.046222741433021804,0.05693146417445483
295,00:00:09.876,0.479867601246106,0.955607476635514,0.2161214953271028,0.26787383177570095
296,00:00:09.909,0.5533489096573209,1.1277647975077882,0.23921339563862928,0.29306853582554515
297,00:00:09.943,0.5423026998961579,0.9972352024922119,0.28773364485981306,0.3419392523364486
298,00:00:09.976,0.9571002076843197,1.9158489096573208,0.45432242990654204,0.5011292834890966
299,00:00:10.010,0.7134994807892004,1.2948598130841122,0.42200155763239877,0.4236370716510903
300,00:00:10.043,0.1362538940809969,0.29330218068535824,0.05588006230529595,0.05957943925233645
301,00:00:10.076,0.7302959501557632,1.2863317757009345,0.4872663551401869,0.41728971962616823
302,00:00:10.110,0.879361370716511,1.5947040498442369,0.5417834890965733,0.5015965732087228
303,00:00:10.143,1.0605919003115265,1.902297507788162,0.6786604361370716,0.6008177570093458
304,00:00:10.177,1.3055815160955346,2.1051791277258567,0.8872663551401869,0.9242990654205607
305,00:00:10.210,0.13489096573208723,0.2699766355140187,0.06012461059190031,0.07457165109034268
306,00:00:10.244,0.9597871235721703,1.5019859813084113,0.7874610591900312,0.5899143302180685
307,00:00:10.277,1.0481308411214953,1.471144859813084,0.9398364485981309,0.733411214953271
308,00:00:10.311,0.9752855659397716,1.361993769470405,0.9300233644859813,0.6338395638629284
309,00:00:10.344,1.196651090342679,1.6444314641744548,1.122429906542056,0.8230919003115265
310,00:00:10.378,1.123572170301142,1.6168224299065421,0.9493380062305296,0.8045560747663552
311,00:00:10.411,0.20463395638629286,0.29158878504672897,0.1602803738317757,0.16203271028037383
312,00:00:10.445,0.889018691588785,1.1123831775700934,0.9505451713395638,0.6041277258566978
313,00:00:10.478,1.0433541017653167,1.380568535825545,1.056931464174455,0.6925623052959502
314,00:00:10.512,1.0041796469366562,1.3024532710280374,1.0067757009345795,0.703309968847352
315,00:00:10.545,1.3667056074766357,2.133956386292835,1.094859813084112,0.8713006230529595
316,00:00:10.579,1.8522975077881618,2.835942367601246,1.3969626168224298,1.32398753894081
317,00:00:10.612,0.15397196261682244,0.35521806853582555,0.027180685358255453,0.0795171339563863
